node,_wkshell,degree_centrality,betweenness_centrality,eigenvector_centrality,closeness_centrality,load_centrality,pagerank,information_centrality
AT5G13430,0,0.0012606366214938543,1.5168013728355564e-05,0.0023832487487887685,0.30154721889758324,1.5435425696024096e-05,0.00019584140752155788,0.00035037401819585355
AT5G13440,0,0.001575795776867318,0.0012193700828098204,0.0023840153673943556,0.3016728112419804,0.0012196374947774863,0.00028657659892742467,0.00035049682317615463
AT1G61560,0,0.0003151591553734636,0.0,0.0022029217240375175,0.29309718555063025,0.0,9.297384482036104e-05,0.00019683819962995963
AT1G61690,0,0.0012606366214938543,0.0011056981814685323,0.002650379874680405,0.31601938036299954,0.0010457327238491809,0.00023017307719570991,0.00035536615486492527
AT1G61730,0,0.0003151591553734636,0.0,9.342114884103395e-06,0.21366266070560325,0.0,0.00012353826081485633,0.00018916275595390892
AT5G04470,0,0.001575795776867318,0.0006696505327968168,3.410838845090961e-05,0.21940671557500793,0.0006832085154542613,0.0002911830602539663,0.00033748445675432293
AT1G61980,0,0.0003151591553734636,0.0,0.00015207079645411514,0.22633119906007187,0.0,8.53261785684675e-05,0.00019390960394847893
AT1G62180,0,0.0006303183107469272,0.0,0.00019928087363847933,0.24809605062236514,0.0,0.00012150021787201645,0.00027687972498849497
AT1G62300,0,0.0006303183107469272,0.0,0.0005097449103567724,0.2706460232758505,0.0,0.0001393226365345563,0.0002793949802381275
AT1G62360,0,0.0003151591553734636,0.0,0.0003886574727552749,0.23363161673800337,0.0,6.951939195560237e-05,0.00019401109329387814
AT1G62380,0,0.0003151591553734636,0.0,0.0022029217240375175,0.29309718555063025,0.0,9.297384482036104e-05,0.00019683819962995974
AT1G62780,0,0.0009454774661203907,4.1171638498817284e-05,0.0024022025976759972,0.29669899428243524,3.0600586238268553e-05,0.00016721508348632833,0.0003249403417255682
AT1G62830,0,0.0003151591553734636,0.0,1.8256431927598162e-29,0.0003151591553734636,0.0,0.000315059861373661,0.0
AT5G04340,0,0.0003151591553734636,0.0,1.8256431927598162e-29,0.0003151591553734636,0.0,0.000315059861373661,0.0
AT1G62960,0,0.0009454774661203907,0.0003684339497197919,0.0005784347502164871,0.27933529494484954,0.000412688994365382,0.00018045388501508098,0.00032388194870109293
AT1G63000,0,0.0003151591553734636,0.0,0.0022029217240375175,0.29309718555063025,0.0,9.297384482036104e-05,0.00019683819962995974
AT1G77470,0,0.0003151591553734636,0.0,5.769112462188489e-08,0.16766583791481365,0.0,0.0001410918099641532,0.00011614407739742971
AT5G46280,0,0.002836432398361172,0.002127592972595616,0.00017923369431625027,0.25817730165460523,0.002199483910946238,0.0004582319338412099,0.0003918501992473939
AT1G63700,0,0.0003151591553734636,0.0,9.952183462525644e-05,0.24530231810752517,0.0,0.00010529693137974606,0.00019611387729304944
AT1G63850,0,0.0003151591553734636,0.0,9.952183462525644e-05,0.24530231810752517,0.0,0.00010529693137974606,0.00019611387729304942
AT1G70730,0,0.0025212732429877086,0.0001975689384706948,0.0008453035013109628,0.26096790480706,0.000263260102532021,0.000406666538512175,0.00039816586285585883
AT1G79550,0,0.0009454774661203907,1.3600815448371414e-07,0.002288775954191079,0.29339399282713724,1.6717143292293249e-07,0.0001848100654564881,0.0003113155197772038
