"Binary (literature evidence APID)","cor_val_>=4_[σ]","cor_val_>=5_[σ]","cor_val_[σ]","Count of publications","experimentral System","F_FDR_0.001","F_FDR_0.01","F_FDR_0.05","F_FDR_1e-04","Highlight Novel Stylel In Cytoscape (shows score if published)","Inter-cluster edge","interaction","name","Pubmed Ids","R_FDR_0.001","R_FDR_0.01","R_FDR_0.05","R_FDR_1e-04","score_cor","score_FDR","score_FDR+cor","selected","shared interaction","shared name","source","Source Gene names (SGD/UniProt-primary or ordered locus)","target","Target Gene names  (SGD/UniProt-primary or ordered locus)"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YBR084C-A (interacts with) YPR102C;YGR085C","","false","false","false","false","0","4","4","false","interacts with","YBR084C-A (interacts with) YPR102C;YGR085C","YBR084C-A","RPL19A","YPR102C;YGR085C","RPL11B;RPL11A"
,"true","false","4.051542206","0","","false","false","false","false",,"true","interacts with","YLR278C (interacts with) YNL096C","","false","false","true","false","1","1","2","false","interacts with","YLR278C (interacts with) YNL096C","YLR278C","YLR278C","YNL096C","RPS7B"
,"true","false","4.713113468","0","","false","false","false","false",,"false","interacts with","YLR278C (interacts with) YLR325C","","false","false","true","false","1","1","2","false","interacts with","YLR278C (interacts with) YLR325C","YLR278C","YLR278C","YLR325C","RPL38"
,"true","false","4.1095993","0","","false","false","false","false",,"true","interacts with","YLR278C (interacts with) YNL302C","","false","false","true","false","1","1","2","false","interacts with","YLR278C (interacts with) YNL302C","YLR278C","YLR278C","YNL302C","RPS19B"
,"true","false","4.716483275","0","","false","false","false","false",,"true","interacts with","YLR278C (interacts with) YNL112W","","false","false","true","false","1","1","2","false","interacts with","YLR278C (interacts with) YNL112W","YLR278C","YLR278C","YNL112W","DBP2"
,"false","false","-0.161343434","0","","false","true","true","false",,"true","interacts with","YGL246C (interacts with) YHR016C","","false","false","false","false","0","2","2","false","interacts with","YGL246C (interacts with) YHR016C","YGL246C","RAI1","YHR016C","YSC84"
,"false","false","0.160183706","0","","true","true","true","false",,"true","interacts with","YGL246C (interacts with) YEL046C","","false","false","false","false","0","3","3","false","interacts with","YGL246C (interacts with) YEL046C","YGL246C","RAI1","YEL046C","GLY1"
,"false","false","0.770613201","0","","true","true","true","false",,"true","interacts with","YGL246C (interacts with) YPL036W","","false","false","false","false","0","3","3","false","interacts with","YGL246C (interacts with) YPL036W","YGL246C","RAI1","YPL036W","PMA2"
,"false","false","3.634546888","12","Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Biochemical Activity, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-Western, Affinity Capture-Western, Reconstituted Complex, Affinity Capture-Western, Affinity Capture-Western","false","true","true","false","6","false","interacts with","YGL246C (interacts with) YOR048C","PUBMED:11805826, PUBMED:12612077, PUBMED:10805743, PUBMED:10805743, PUBMED:16429126, PUBMED:16554755, PUBMED:16429126, PUBMED:20826334, PUBMED:19535338, PUBMED:23689372, PUBMED:25722373, PUBMED:26638174","true","true","true","true","0","6","6","false","interacts with","YGL246C (interacts with) YOR048C","YGL246C","RAI1","YOR048C","RAT1"
,"false","false","-2.052607116","0","","false","true","true","false",,"true","interacts with","YNR051C (interacts with) YCR053W","","false","false","false","false","0","2","2","false","interacts with","YNR051C (interacts with) YCR053W","YNR051C","BRE5","YCR053W","THR4"
,"true","true","5.358540866","0","","false","false","false","false",,"false","interacts with","YNR051C (interacts with) YCR087C-A","","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YCR087C-A","YNR051C","BRE5","YCR087C-A","YCR087C-A"
,"true","true","5.359509558","0","","false","false","false","false",,"false","interacts with","YNR051C (interacts with) YCR031C","","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YCR031C","YNR051C","BRE5","YCR031C","RPS14A"
,"true","true","5.253854087","1","Affinity Capture-MS","false","false","false","false","2","true","interacts with","YNR051C (interacts with) YDL092W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YDL092W","YNR051C","BRE5","YDL092W","SRP14"
,"true","true","5.034471157","0","","false","false","false","false",,"true","interacts with","YNR051C (interacts with) YDL075W","","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YDL075W","YNR051C","BRE5","YDL075W","RPL31A"
,"true","true","5.457457011","0","","false","false","false","false",,"false","interacts with","YNR051C (interacts with) YHL013C","","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YHL013C","YNR051C","BRE5","YHL013C","OTU2"
,"true","true","5.271722579","2","Affinity Capture-MS, Proximity Label-MS","false","false","false","false","2","false","interacts with","YNR051C (interacts with) YGL123W","PUBMED:20508643, PUBMED:31689955","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YGL123W","YNR051C","BRE5","YGL123W","RPS2"
,"true","true","5.122255765","0","","false","false","false","false",,"true","interacts with","YNR051C (interacts with) YIL161W","","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YIL161W","YNR051C","BRE5","YIL161W","YIL161W"
,"true","true","5.084003753","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YNR051C (interacts with) YHL015W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YHL015W","YNR051C","BRE5","YHL015W","RPS20"
,"true","true","5.105508152","0","","false","false","false","false",,"true","interacts with","YNR051C (interacts with) YML017W","","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YML017W","YNR051C","BRE5","YML017W","PSP2"
,"true","true","5.101112471","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YNR051C (interacts with) YLR419W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YLR419W","YNR051C","BRE5","YLR419W","YLR419W"
,"true","true","5.058212486","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YNR051C (interacts with) YNL178W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YNL178W","YNR051C","BRE5","YNL178W","RPS3"
,"true","true","5.231353628","2","Affinity Capture-MS, Proximity Label-MS","false","false","false","false","2","false","interacts with","YNR051C (interacts with) YMR116C","PUBMED:20508643, PUBMED:28982715","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YMR116C","YNR051C","BRE5","YMR116C","ASC1"
,"true","true","5.388757095","1","Affinity Capture-MS","false","false","false","false","4","false","interacts with","YNR051C (interacts with) YOL121C","PUBMED:20508643","false","true","true","false","2","2","4","false","interacts with","YNR051C (interacts with) YOL121C","YNR051C","BRE5","YOL121C","RPS19A"
,"true","true","5.356153622","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YNR051C (interacts with) YOL040C","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YOL040C","YNR051C","BRE5","YOL040C","RPS15"
,"true","true","5.050189922","0","","false","false","false","false",,"false","interacts with","YNR051C (interacts with) YOR119C","","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YOR119C","YNR051C","BRE5","YOR119C","RIO1"
,"true","true","5.318351435","1","Affinity Capture-MS","false","false","false","false","2","false","interacts with","YNR051C (interacts with) YOR096W","PUBMED:20508643","false","false","false","false","2","0","2","false","interacts with","YNR051C (interacts with) YOR096W","YNR051C","BRE5","YOR096W","RPS7A"
,"false","false","3.855442797","0","","false","false","false","false",,"false","interacts with","YNR051C (interacts with) YPL081W","","true","true","true","true","0","4","4","false","interacts with","YNR051C (interacts with) YPL081W","YNR051C","BRE5","YPL081W","RPS9A"
"true","true","true","7.368043565","9","Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS, Affinity Capture-MS, Two-hybrid, Affinity Capture-Western, Affinity Capture-MS, Affinity Capture-MS, Co-crystal Structure","true","true","true","true","10","false","interacts with","YLR398C (interacts with) YPR189W","PUBMED:10744028, PUBMED:16554755, PUBMED:16429126, PUBMED:18042677, PUBMED:16043509, PUBMED:16043509, PUBMED:16429126, PUBMED:18042677, PUBMED:27980209","true","true","true","true","2","8","10","false","interacts with","YLR398C (interacts with) YPR189W","YLR398C","SKI2","YPR189W","SKI3"
,"false","false","1.107313738","0","","false","true","true","false",,"true","interacts with","YLR398C (interacts with) YER099C","","false","false","false","false","0","2","2","false","interacts with","YLR398C (interacts with) YER099C","YLR398C","SKI2","YER099C","PRS2"
,"true","true","5.74036531","3","Affinity Capture-Western, Reconstituted Complex, Reconstituted Complex","false","false","false","false","4","true","interacts with","YLR398C (interacts with) YOR076C","PUBMED:11532933, PUBMED:22114319, PUBMED:23953113","false","true","true","false","2","2","4","false","interacts with","YLR398C (interacts with) YOR076C","YLR398C","SKI2","YOR076C","SKI7"
,"true","true","5.981700394","0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YCR031C","","false","false","false","false","2","4","6","false","interacts with","YDL061C (interacts with) YCR031C","YDL061C","RPS29B","YCR031C","RPS14A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YBL072C;YER102W","","false","false","false","false","0","4","4","false","interacts with","YDL061C (interacts with) YBL072C;YER102W","YDL061C","RPS29B","YBL072C;YER102W","RPS8B;RPS8A"
,"true","true","6.088264109","0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YDR064W","","false","false","false","false","2","4","6","false","interacts with","YDL061C (interacts with) YDR064W","YDL061C","RPS29B","YDR064W","RPS13"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YDR025W;YBR048W","","false","false","false","false","0","4","4","false","interacts with","YDL061C (interacts with) YDR025W;YBR048W","YDL061C","RPS29B","YDR025W;YBR048W","RPS11B;RPS11A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YER074W;YIL069C","","false","false","false","false","0","4","4","false","interacts with","YDL061C (interacts with) YER074W;YIL069C","YDL061C","RPS29B","YER074W;YIL069C","RPS24B;RPS24A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YDR450W;YML026C","","false","false","false","false","0","4","4","false","interacts with","YDL061C (interacts with) YDR450W;YML026C","YDL061C","RPS29B","YDR450W;YML026C","RPS18A;RPS18B"
,"true","false","4.325889516","0","","false","false","true","false",,"false","interacts with","YDL061C (interacts with) YER151C","","false","false","false","false","1","1","2","false","interacts with","YDL061C (interacts with) YER151C","YDL061C","RPS29B","YER151C","UBP3"
,"true","true","5.734664132","0","","true","true","true","false",,"false","interacts with","YDL061C (interacts with) YER131W","","false","false","false","false","2","3","5","false","interacts with","YDL061C (interacts with) YER131W","YDL061C","RPS29B","YER131W","RPS26B"
,"true","false","4.773562298","0","","false","false","true","false",,"false","interacts with","YDL061C (interacts with) YGL189C","","true","true","true","true","1","5","6","false","interacts with","YDL061C (interacts with) YGL189C","YDL061C","RPS29B","YGL189C","RPS26A"
,"true","true","6.642433982","0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YGL123W","","false","false","false","false","2","4","6","false","interacts with","YDL061C (interacts with) YGL123W","YDL061C","RPS29B","YGL123W","RPS2"
,"false","false","0.728817989","0","","false","true","true","false",,"true","interacts with","YDL061C (interacts with) YGR111W","","false","false","false","false","0","2","2","false","interacts with","YDL061C (interacts with) YGR111W","YDL061C","RPS29B","YGR111W","YGR111W"
,"true","true","6.778351537","0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YGR027C","","true","true","true","true","2","8","10","false","interacts with","YDL061C (interacts with) YGR027C","YDL061C","RPS29B","YGR027C","RPS25A"
,"true","true","6.465743814","0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YGR214W","","false","false","false","false","2","4","6","false","interacts with","YDL061C (interacts with) YGR214W","YDL061C","RPS29B","YGR214W","RPS0A"
,"false","false",,"0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YGR118W;YPR132W","","false","false","false","false","0","4","4","false","interacts with","YDL061C (interacts with) YGR118W;YPR132W","YDL061C","RPS29B","YGR118W;YPR132W","RPS23A;RPS23B"
,"true","true","5.226910747","0","","false","false","true","false",,"false","interacts with","YDL061C (interacts with) YHR013C","","false","false","false","false","2","1","3","false","interacts with","YDL061C (interacts with) YHR013C","YDL061C","RPS29B","YHR013C","ARD1"
,"true","true","6.932501865","0","","true","true","true","true",,"false","interacts with","YDL061C (interacts with) YHL015W","","false","false","false","false","2","4","6","false","interacts with","YDL061C (interacts with) YHL015W","YDL061C","RPS29B","YHL015W","RPS20"
